accuracy,loss,val_accuracy,val_loss,learning_rate
0.15942856669425964,2.547734022140503,0.12933333218097687,2.671765089035034,0.0013809201773256063
0.19457143545150757,2.4011967182159424,0.2226666659116745,2.3401834964752197,0.0013809201773256063
0.2232857197523117,2.332308530807495,0.14800000190734863,2.9846744537353516,0.0013809201773256063
0.23071429133415222,2.301105260848999,0.273333340883255,2.2281432151794434,0.0013809201773256063
0.28785714507102966,2.2233352661132812,0.20000000298023224,2.3942909240722656,0.0013809201773256063
0.3074285686016083,2.1835949420928955,0.18799999356269836,2.6404008865356445,0.0013809201773256063
0.3418571352958679,2.1377975940704346,0.3253333270549774,2.186511993408203,0.0013809201773256063
0.3790000081062317,2.097611665725708,0.3779999911785126,2.1375439167022705,0.0013809201773256063
0.40457141399383545,2.0611205101013184,0.3466666638851166,2.297285556793213,0.0013809201773256063
0.44042858481407166,2.0087954998016357,0.35466668009757996,2.1598522663116455,0.0013809201773256063
0.4562857151031494,1.9768245220184326,0.2759999930858612,2.3182027339935303,0.0013809201773256063
0.4892857074737549,1.9426237344741821,0.23533333837985992,2.422952651977539,0.0013809201773256063
0.5221428275108337,1.8988673686981201,0.43799999356269836,2.0413756370544434,0.0013809201773256063
0.5431428551673889,1.8650388717651367,0.4273333251476288,2.129459857940674,0.0013809201773256063
0.5614285469055176,1.8394289016723633,0.4713333249092102,1.984470248222351,0.0013809201773256063
0.5852857232093811,1.8096551895141602,0.3473333418369293,2.2609405517578125,0.0013809201773256063
0.6017143130302429,1.7795026302337646,0.23800000548362732,2.501904010772705,0.0013809201773256063
0.626714289188385,1.7563010454177856,0.4466666579246521,2.1685290336608887,0.0013809201773256063
0.6372857093811035,1.7374557256698608,0.437333345413208,2.0133395195007324,0.0013809201773256063
0.6521428823471069,1.7134168148040771,0.4793333411216736,1.9507700204849243,0.0013809201773256063
0.672428548336029,1.6930389404296875,0.4673333466053009,2.0208051204681396,0.0013809201773256063
0.6912857294082642,1.671242356300354,0.40400001406669617,2.132610559463501,0.0013809201773256063
0.6962857246398926,1.6598941087722778,0.4779999852180481,1.9988348484039307,0.0013809201773256063
0.7124285697937012,1.6386699676513672,0.25200000405311584,2.3959927558898926,0.0013809201773256063
0.7217142581939697,1.6240249872207642,0.3153333365917206,2.3223495483398438,0.0013809201773256063
0.7782857418060303,1.54610276222229,0.6740000247955322,1.6643778085708618,0.000414276059018448
0.7947142720222473,1.5217312574386597,0.731333315372467,1.5923545360565186,0.000414276059018448
0.7958571314811707,1.521285057067871,0.7419999837875366,1.5852776765823364,0.000414276059018448
0.8105714321136475,1.5040611028671265,0.7519999742507935,1.582607626914978,0.000414276059018448
0.8075714111328125,1.504967451095581,0.653333306312561,1.7008284330368042,0.000414276059018448
0.8154285550117493,1.4870409965515137,0.7106666564941406,1.6060954332351685,0.000414276059018448
0.822857141494751,1.4798917770385742,0.7386666536331177,1.5849274396896362,0.000414276059018448
0.8308571577072144,1.470465064048767,0.7286666631698608,1.6113051176071167,0.000414276059018448
0.8307142853736877,1.4608091115951538,0.7059999704360962,1.62010657787323,0.000414276059018448
0.8608571290969849,1.4327783584594727,0.765333354473114,1.5365195274353027,0.00012428281479515135
0.8637142777442932,1.4255911111831665,0.7773333191871643,1.534755825996399,0.00012428281479515135
0.871999979019165,1.4162365198135376,0.762666642665863,1.5382779836654663,0.00012428281479515135
0.876714289188385,1.4095134735107422,0.7606666684150696,1.5441786050796509,0.00012428281479515135
0.8728571534156799,1.4115490913391113,0.7739999890327454,1.536105751991272,0.00012428281479515135
0.87842857837677,1.4037456512451172,0.7673333287239075,1.5420647859573364,0.00012428281479515135
0.8840000033378601,1.4028173685073853,0.7720000147819519,1.537184715270996,0.00012428281479515135
0.894428551197052,1.3928245306015015,0.7720000147819519,1.526901364326477,3.7284844438545406e-05
0.8925714492797852,1.3863345384597778,0.7713333368301392,1.5196186304092407,3.7284844438545406e-05
0.8980000019073486,1.3842592239379883,0.7699999809265137,1.5241384506225586,3.7284844438545406e-05
0.8955714106559753,1.3862967491149902,0.765999972820282,1.5428425073623657,3.7284844438545406e-05
0.8942857384681702,1.384915828704834,0.7733333110809326,1.5236562490463257,3.7284844438545406e-05
0.8965714573860168,1.3792871236801147,0.7760000228881836,1.5234503746032715,3.7284844438545406e-05
0.902999997138977,1.3788294792175293,0.7866666913032532,1.5185351371765137,3.7284844438545406e-05
0.897857129573822,1.3807140588760376,0.7853333353996277,1.5204828977584839,3.7284844438545406e-05
0.9064285755157471,1.3768751621246338,0.7786666750907898,1.525240421295166,3.7284844438545406e-05
